Tweet_count,Username,Text,Created At,Retweets,Likes
143,Gene Raymond,Petition calling out Raygun's Olympics flop REMOVED amid AOC outcry https://t.co/EaWjOyCFGc via @RebelNewsOnline,Mon Aug 19 23:49:26 +0000 2024,0,0
144,Linda,@calvinrobinson Pharma Ads for HIV/AIDS meds advertising promiscuity. Medical professionals without conscience chemically and surgically mutilation minors. A political candidate stumping for family programs while stating she will re-establish abortion rights. Olympic committee opening mocking,Mon Aug 19 23:49:19 +0000 2024,0,1
145,Rae Dio Flyer,"@ask_aubry Holy crap, is she ever a gold medalist in the Bigger Person Olympics.

No one's obligated to date you. Ever.
This is why it's easier to just ghost.",Mon Aug 19 23:49:17 +0000 2024,0,88
146,Slim 🇵🇷,@stoolpresidente 🤣   Yea also say gold medal winning coach for the US Olympic basketball team. U weird bitch,Mon Aug 19 23:49:13 +0000 2024,0,0
147,Cowboy4eva 🤠,@Raysweirdworld @GlassHalfUte Ahhh coach Whitt city whitter Olympics in Whitt lake city Whitt. It’s whitty I’ll give ya that.,Mon Aug 19 23:49:12 +0000 2024,0,1
148,Tuan HollaBack,Even @GhostfaceKillah is mad at Raygun’s performance during Paris’ Olympics.,Mon Aug 19 23:49:12 +0000 2024,0,0
149,Biomat Kat,@JoeBiden musta skipped it and #5thofNovember #Olympics — at least @marwilliamson is @DNC #twowitnesses #JesusJoe,Mon Aug 19 23:49:09 +0000 2024,0,0
150,Nihilus,@Dunsparrow @CalculatingBets @Hardtruths100 @LisaKn0wsA11 @stillgray Two problems with this claim. 1) You're making the Holocaust into an Oppression Olympics. It's not a contest of who was killed the most. 2) There's no metric to determine how many people were killed.The 6 million figure was fabricated by a single person https://t.co/kdpblW9ylt,Mon Aug 19 23:49:08 +0000 2024,0,1
151,Gays For Trump,@iNeo_G @AnotherHomoCon The one from the Olympics looked MUCH better! HAHA,Mon Aug 19 23:48:56 +0000 2024,0,2
152,Boston_Mom,@legaltweetz You like to compete in the oppression olympics but you have more rights than anyone and your celebrations take up most of the year.,Mon Aug 19 23:48:54 +0000 2024,0,54
153,allegra frank,outtake from Paris Olympics 2024 shooting trials https://t.co/ueCmr9LjUT,Mon Aug 19 23:49:04 +0000 2024,0,17
154,mrs gravy,"First of all stop unblocking me to reply to my tweets and then re blocking me so I can't reply lol second off funny how you've harassed at least 2 DV victims for being abused, but as soon as it’s convenient, you're playing the victim Olympics.",Mon Aug 19 23:49:03 +0000 2024,0,22
155,Olympic Patrick Star,Omfg what is Fabi doing?!😭,Mon Aug 19 23:48:52 +0000 2024,0,0
156,niterói 🍉,"Olympics but make it fashion ""it"".
#OlympicGames 

1. Morocco
Wanting to emulate the long and graceful silhouette of the Moroccan Djellaba, this look features a long scarf over the shoulder to complete an all red look with a hint of green, akin to that of the Moroccan flag. https://t.co/PbiZupILMl",Mon Aug 19 23:48:39 +0000 2024,0,0
157,Jerry Boese,@dpshow Cc is an Olympic style player and clearly the ROTY,Mon Aug 19 23:48:21 +0000 2024,0,1
158,Sith Art a.k.a. A’ine,@LadyPromethia My current MCH was a silly Olympics meme. 🥲 https://t.co/NEztlLE92q,Mon Aug 19 23:48:20 +0000 2024,0,4
159,Hunter 🇨🇦,"@simisaysitall @MikeSMillerArt @MattWallace888 It's all the bright side IMHO. 
I wouldn't have even known break dancing was in the Olympics if it wasn't for that national treasure",Mon Aug 19 23:48:09 +0000 2024,0,0
160,shayshay,"@chude__ Yall always broadcast the lowest type of black women. We lead the Olympics this year, running for president, working multiple jobs ect.. but yall like to post shitblike this. We should post more pics of yall in jail or standing on the block yall dnt own destroying yall community.",Mon Aug 19 23:48:07 +0000 2024,0,0
161,GadstoneRoger,I remember the P.L.O. I remember Yahsar  Arifat I  remember the 1972 summer Olympics..Do you 🤨,Mon Aug 19 23:48:06 +0000 2024,0,0
162,Pali Boyz 🇵🇸,@IcyVert 2028 Olympics a new sport. Never doubt @FCHWPO,Mon Aug 19 23:48:03 +0000 2024,0,0
163,ACE Method Coaching,"Part - 1 How Sydney McLaughlin Dominated Femke Bol in the 2024 Olympics 400m Hurdles | ACE Method Coaching

In the highly anticipated 2024 Olympics 400m hurdles final, Sydney McLaughlin came out on top, leaving Femke Bol behind in a race that wasn’t as close as expected. https://t.co/Dw7WVBf2o4",Mon Aug 19 23:48:03 +0000 2024,0,0
164,Puneeth,"Even gold medalist in china don't get this big welcome losers in india get.

 ""Gain Cheap Popularity"": Vinesh Phogat's Husband Blasts Claims Of Rs 16 Crore-Plus Cash Prize After Olympics 2024 https://t.co/wLTWXzt82x via @NDTVSports",Mon Aug 19 23:47:57 +0000 2024,0,0
165,👑 Kimberley Ford 👑,"We smile, we exude joy, we are beautiful on the inside and out. We are strong, we are brave, we are #Golden 
🇨🇦💪🏼👑
#Olympics #olympicgames #PARIS2024 #CanadianRoyalty",Mon Aug 19 23:47:55 +0000 2024,1,24
166,Nathan Wu,"Probably no one would catch GF hidden msgs in Olympic, my media msgs are much more plain.",Mon Aug 19 23:47:53 +0000 2024,0,0
167,🇮🇱Aron Ozmeir🇮🇱,@TenaciousDenise @creepydotorg @Olympics Glad to be of service 🤣,Mon Aug 19 23:47:52 +0000 2024,0,0
168,Emmi Pinkhurst,"“…that they are so corrupt that the IOC, which is also corrupt, was like, you are too corrupt to be the federation that we trust on Olympic boxing matters. And so they got ousted.”   /12",Mon Aug 19 23:47:43 +0000 2024,0,1
169,NorthwestGlockman,"@BrianAlewine1 Yep, embarrassing. No wonder the USA basketball team struggled in the Olympics. Kerr &amp; Popavich-2 communist effeminate beta coaches.",Mon Aug 19 23:47:42 +0000 2024,0,1
170,Kenneth Spafford,"@hideroses I'm looking forward to the London Olympics 2012! To spice things up a bit, I'm going to use some Goose Bite hot sauce on my food. It's produced from a handpicked selection of peppers on Maryland's Eastern Shore and has a great smoky flavor with enough kick to keep me interested.",Mon Aug 19 23:47:43 +0000 2024,0,0
171,Kin Sum Kenneth Luk,"Olympic champion Zhang Yufei 张雨霏 defends Chinese swimmers, calls out 'un... https://t.co/Ve6MeLB3vz via @YouTube",Mon Aug 19 23:47:41 +0000 2024,0,0
172,K,@PaddyArsenal £20M for a goalkeeper who at the Olympics was second choice to a goalkeeper who is currently third choice goalkeeper at PSG 😭,Mon Aug 19 23:47:36 +0000 2024,0,0
173,Lyle,"this is heavy for curls but I can do it 

10kg Olympic ez bar + 20kg plates, 50kg in total 

but calling the modern man weak for not being able to curl 50kg is stupid

willing to bet that eddie ramirez knows absolutely nothing about lifting weights",Mon Aug 19 23:47:30 +0000 2024,0,0
174,Kill Your Competition®,The only art worth experiencing from the Olympics #xx,Mon Aug 19 23:47:35 +0000 2024,0,0
175,husain,"@RoyalFamily @GBHockey @Paris2024 @TeamGB @Olympics At least she has more class than the current ""queen""",Mon Aug 19 23:47:26 +0000 2024,0,0
176,wosofan244,@cfcwchloe Sorry - would have been more competitive if the 6 gold medalist-winning starters were playing instead of resting after their Olympics 🙏,Mon Aug 19 23:47:26 +0000 2024,0,46
177,PowerSlicePizza,@akafacehots Finally the special olympics,Mon Aug 19 23:47:26 +0000 2024,0,0
178,Not Tim Burton,@stoolpresidente Isn't being an NBA champion and Olympic gold medal winner by definition not a loser?,Mon Aug 19 23:47:22 +0000 2024,0,0
179,#TeamMALAYSIA,Paris Olympics: Still can't get over Azizulhasni's keirin race drama - https://t.co/0nsWjgRMdP,Mon Aug 19 23:47:17 +0000 2024,0,0
180,Jazzman8675309,"@i_r_bestest @2024fighter @DavidNewble @Quibilah1 Hahahaha. Straight from the Olympics website.

“ I’m not owned, I’m not owned!”
—you— https://t.co/OtRe0XS2Ww",Mon Aug 19 23:47:14 +0000 2024,0,0
181,Deeda Seed 🌻,"@mckaycoppins I have a lot of issues with Mitt Romney (who as the leader of the 2002 Olympics would brief the SLC City Council when I was a member) BUT, what I really admire about him is that he has values and he sticks to them. Governor Cox has not exhibited that quality of late.",Mon Aug 19 23:47:15 +0000 2024,0,7
182,James,"If it wasn’t for the 2028 LA Olympic Games, I wouldn’t I stay in california. Maybe one in a lifetime chance of attending and being so close to the Olympics. Just saying. My personal sacrifice for paying high ass california taxes. All taxes no play FOH democrats.",Mon Aug 19 23:47:17 +0000 2024,0,0
183,Madison Jaye,Yes again @taylorswift13 she’s DOESNT like BLACK WOMEN EITHER SHE THINKS SHES ABOVE THEM AND SHE *OWNS* THEM YES ESPECIALLY DARK SKIN BLACK WOMEN YES BEYONCE  IS RACIST TOWARD DARK SKIN BLACK WOMEN TOO IM SURE @Simone_Biles has a story to tell @disney CATCH IT @Olympics,Mon Aug 19 23:47:07 +0000 2024,0,0
184,(WBB)Olympic basketball,I found this on NewsBreak: Shannon Sharpe Declares Fiery Caitlin Clark Support After Fiesty Fever-Storm Game  https://t.co/GLHQwkyOhK,Mon Aug 19 23:47:04 +0000 2024,0,0
185,One Big Beast,Had an amazing stream playing #Fallguys! Got the gold medal for the twitch Olympics! We played some Kingdom Hearts Re: Chain of memories but it was rough towards the end! We sent the love over to @johnnybeard42 https://t.co/LLcSsSsvax,Mon Aug 19 23:47:02 +0000 2024,0,2
186,Matt,If Steve Kerr goes up at the DNC he better get grilled about why he didn’t play Tatum at all during the Olympics,Mon Aug 19 23:47:01 +0000 2024,0,0
187,Mandy 🇺🇸🐶,"@Ohdaneit @JoeyMannarinoUS She’s typically with their son. Plus, she said Donald can take care of himself. Jill and Joe have no young children and before Joe got booted, she was always holding his hand and right with him. She left him to go to the Olympics",Mon Aug 19 23:46:57 +0000 2024,0,0
188,The Right Opinion,"East vs. West Germany: The High-Stakes, Drug-Driven Battle for Olympic Glory
https://t.co/RqbXiTdrIL
#OlympicRivalry #EastVsWest #SportsHistory #Olympics2024

Follow for More News and Updat",Mon Aug 19 23:46:57 +0000 2024,0,0
189,Brett Bussan,"@emilyehman Sad that they release a preseason ranking a daybefore matches start.  VB interest is high, there is  a USA silver medalist women’s volleyball team just finishing g the Olympics, and 2 new pro leagues here in the US.  Sure would be nice for more content leading into the season.",Mon Aug 19 23:46:55 +0000 2024,0,0
190,Auburn Mann,"My Takeaways (@Paris2024):

1. USA had one of their best meets ever, even without the men finally rectifying their 4x1 woes.

2. Of all the close finishes, Hall’s comeback might be the most impressive. 

3. Bob Beamon’s 1968 Long Jump remains the Olympic Standard. 

4…",Mon Aug 19 23:46:50 +0000 2024,0,0
191,Arthur of Camelot,"This is the dumbest shit I've ever seen but trust these people, it will be an Olympic in 20yrs",Mon Aug 19 23:46:49 +0000 2024,1,1
192,Rev. Laura Everett,This #GFCvCHE match feels like Lionesses is trying to extract revenge for not being in the Olympics.  #Chelsea #GothamFC,Mon Aug 19 23:46:49 +0000 2024,0,1
193,CMRLSLibrary,"Central Mississippi Regional Library SystemPEARL: Trying to balance my Olympic-level focus with my library-level peace: 100% concentration, 100% tranquility.  #MeditationMode #BookwormGoals #cmrlspearl #Pearl #MemeHunt #olympics2024 https://t.co/9SLxJOIH4L",Mon Aug 19 23:46:49 +0000 2024,0,0
194,gen🦘,@ddaniellemont @lisa03865019 @lanesfoord And Williams,Mon Aug 19 23:46:34 +0000 2024,0,0
195,TorGal,"@stustin @TorontoStar We got brilliant every event Olympics game LIVE

NBC only gave Americans just clips outside of prime",Mon Aug 19 23:46:31 +0000 2024,0,0
196,MA3,"HILARIOUS!!! But I think she’s right. I love the WNBA. I used to watch the (M)NBA religiously, but I haven’t been very invested in recent years. But after the Olympics, I have to check in at least every now and then. Maybe the Pistons will be better next season. 😅",Mon Aug 19 23:46:28 +0000 2024,0,1
197,gen🦘,"@ddaniellemont @lisa03865019 @lanesfoord Chelsea Olympians in the starting lineup: Ramirez and nusken 
Gotham olympians in the starting lineup: lavelle, Davidson, dunn, sonnett, nighswonger, Berger. Very big difference. Gotham aren’t close to full strength",Mon Aug 19 23:46:24 +0000 2024,0,1
198,Rakmohh,"@SwishRealm @BenjayCreates Tatum should at least be in this graphic, I vote Tatum. Likely to have his best season yet with how well he’s been playing, and the Olympics snub for added fuel",Mon Aug 19 23:46:16 +0000 2024,0,1
199,Olympic Chenpion,Choose your fighter.,Mon Aug 19 23:46:14 +0000 2024,0,2
200,edYOU,"PART 1! 

This Math Monday, Nova’s bringing us a math filled recipe that celebrates the Paris Olympics! Tag a friend you’d love to share this sweet treat with. 

At edYOU, we’re all about redefining learning and wellness. Join our waitlist to become a subscriber today! https://t.co/YyJHPjzm0M",Mon Aug 19 23:46:12 +0000 2024,2,2
201,C.A.B. Crew,"PART 1! 

This Math Monday, Nova’s bringing us a math filled recipe that celebrates the Paris Olympics! Tag a friend you’d love to share this sweet treat with. 

At edYOU, we’re all about redefining learning and wellness. Join our waitlist to become a subscriber today! https://t.co/rPdMHC7zwm",Mon Aug 19 23:46:12 +0000 2024,0,0
202,eyeswideshut,"@Dialoguealways @TheOmniLiberal By discredited you're referring to the IOC just announcing that they were illegitimate? 
Is this just another, ""I trust what this company says,"" like with the Olympics?",Mon Aug 19 23:46:03 +0000 2024,0,1
203,Glitch Mama Deals & Codes,"👇🏻🔗 ☄️ Olympic Bumper Plate Weight Plate with Steel Hub 
At Walmart (ad) 👉🏻    https://t.co/DCC0GzNXia
Pic credit: Walmart #WalmartPartner #WalmartCreator https://t.co/RX9A4MEa9v",Mon Aug 19 23:45:59 +0000 2024,0,0
204,AR F,"@FledglinPhoenix @Sik_wit_it_jive @30problemz He was not equal to kd in 2018,  stop overrating him . Y’all think he’s better than magic , bird, Duncan , and Kobe just because of the Olympics. That bs .",Mon Aug 19 23:45:51 +0000 2024,0,0
205,Maddog7AM⚽️,Gotham have none of their Olympic athletes playing so I’d put it down to the fact that Chelsea started their A team vs Gothams B maybe even C team,Mon Aug 19 23:45:48 +0000 2024,0,6
206,Mimsy🌻🌸🌼🌺🪻🪷🌷🌹,"USA 🇺🇸 USA 🇺🇸 USA 🇺🇸 
Getting my Olympic Spirit back.",Mon Aug 19 23:45:48 +0000 2024,2,7
207,Em,"@cfcwchloe dude do you watch the nwsl??? Gotham have a shit ton of injuries plus 6+ starters coming back from the Olympics. This is their C team lmao  
for a real test i wanna see full Orlando or kc vs Chelsea",Mon Aug 19 23:45:49 +0000 2024,0,44
208,jordan & suni 2x olympic champions,yesss Simone 😂,Mon Aug 19 23:45:46 +0000 2024,0,3
209,Glenavon FC,"A disappointing evening for Glenavon U20 side as they were defeated by Cliftonville Olympic at Solitude.

#BJAFN
#GlenavonU20 https://t.co/Yip0PmBK4d",Mon Aug 19 23:45:37 +0000 2024,0,1
210,Char (Taylor’s Version) 🦋,"I genuinely thought she would do Change during the Olympics, even put it on my Mastermind when Simone Biles won the gold, but she did it for...me instead??? It was beautiful",Mon Aug 19 23:45:34 +0000 2024,0,5
211,Andy Malnoske,STORY: Lansing's Kyle Dake discusses potential of wrestling in 2028 Olympics in Los Angeles: @kyledake444 @USAWrestling @NYwrestlingnews @wnywrestling @WrestlingMindse @_wrestlersgrind @WeAreWrestlers @BigRedWrestling https://t.co/mwSEIW663I https://t.co/banNtkoyxs,Mon Aug 19 23:45:30 +0000 2024,6,14
212,Solivagant on X,"@RealCandaceO @yashar If one ever needed an example of performative politics, it’s Candy going to France after bitching about the opening ceremony of the Olympics.",Mon Aug 19 23:45:25 +0000 2024,0,0
213,Lanman11,@EricCross04 Looks like he’s training for a certain Olympic event. Get your priorities straight Tuck!,Mon Aug 19 23:45:25 +0000 2024,0,0
214,Kyri,@patriotbabs11 @RonMilnerBoodle Ukraine $$ in Swiss Accounts maybe why Jill also went to the Olympics?,Mon Aug 19 23:45:24 +0000 2024,0,3
215,Post Olympics Depression 🎾🤸🏽‍♀️🏐🚴🏻‍♀️🏎️,What a great returner Jannik is!! He makes the lazy men play every point! Such a Novak's baby.,Mon Aug 19 23:45:21 +0000 2024,0,2
